PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
26,1,1.0,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",0,0.4722292033174164,0.125,0.8333333333333333,347077,0.06126431989431795,B96 B98,0.6666666666666666
27,0,1.0,"Emir, Mr. Farred Chehab",1,0.3679205534940792,0.0,0.0,2631,0.014102260811993537,B96 B98,0.0
28,0,0.0,"Fortune, Mr. Charles Alexander",1,0.2334757476752953,0.375,0.3333333333333333,19950,0.5133418122566507,C23 C25 C27,0.6666666666666666
29,1,1.0,"O'Dwyer, Miss. Ellen ""Nellie""",0,0.3679205534940792,0.0,0.0,330959,0.01537917417160685,B96 B98,0.3333333333333333
30,0,1.0,"Todoroff, Mr. Lalio",1,0.3679205534940792,0.0,0.0,349216,0.015411575213749286,B96 B98,0.6666666666666666
31,0,0.0,"Uruchurtu, Don. Manuel E",1,0.49736114601658704,0.0,0.0,PC 17601,0.05410739813385612,B96 B98,0.0
32,1,0.0,"Spencer, Mrs. William Augustus (Marie Eugenie)",0,0.3679205534940792,0.125,0.0,PC 17569,0.2859895551532101,B78,0.0
33,1,1.0,"Glynn, Miss. Mary Agatha",0,0.3679205534940792,0.0,0.0,335677,0.015126992566498259,B96 B98,0.3333333333333333
34,0,0.5,"Wheadon, Mr. Edward H",1,0.8240764011058055,0.0,0.0,C.A. 24579,0.020494635090094415,B96 B98,0.6666666666666666
35,0,0.0,"Meyer, Mr. Edgar Joseph",1,0.34656948982156316,0.125,0.0,PC 17604,0.16038672010106003,B96 B98,0.0
36,0,0.0,"Holverson, Mr. Alexander Oskar",1,0.5224930887157577,0.125,0.0,113789,0.10149724044618187,B96 B98,0.6666666666666666
37,1,1.0,"Mamee, Mr. Hanna",1,0.3679205534940792,0.0,0.0,2677,0.014110458666029575,B96 B98,0.0
38,0,1.0,"Cann, Mr. Ernest Charles",1,0.2586076903744659,0.0,0.0,A./5. 2152,0.015712553569072387,B96 B98,0.6666666666666666
39,0,1.0,"Vander Planke, Miss. Augusta Maria",0,0.22090977632571,0.25,0.0,345764,0.03513366015444757,B96 B98,0.6666666666666666
40,1,1.0,"Nicola-Yarred, Miss. Jamila",0,0.17064589092736868,0.125,0.0,2651,0.021942337075458514,B96 B98,0.0
41,0,1.0,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",0,0.49736114601658704,0.125,0.0,7546,0.018493968331299484,B96 B98,0.6666666666666666
42,0,0.5,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",0,0.33400351847197784,0.125,0.0,11668,0.04098927018018883,B96 B98,0.6666666666666666
43,0,1.0,"Kraeff, Mr. Theodor",1,0.3679205534940792,0.0,0.0,349253,0.015411575213749286,B96 B98,0.0
44,1,0.5,"Laroche, Miss. Simonne Marie Anne Andree",0,0.032420206081930136,0.125,0.3333333333333333,SC/Paris 2123,0.08115719346076702,B96 B98,0.0
45,1,1.0,"Devaney, Miss. Margaret Delia",0,0.2334757476752953,0.0,0.0,330958,0.01537917417160685,B96 B98,0.3333333333333333
46,0,1.0,"Rogers, Mr. William John",1,0.3679205534940792,0.0,0.0,S.C./A.4. 23567,0.015712553569072387,B96 B98,0.6666666666666666
47,0,1.0,"Lennon, Mr. Denis",1,0.3679205534940792,0.125,0.0,370371,0.030253985132996517,B96 B98,0.3333333333333333
48,1,1.0,"O'Driscoll, Miss. Bridget",0,0.3679205534940792,0.0,0.0,14311,0.015126992566498259,B96 B98,0.3333333333333333
49,0,1.0,"Samaan, Mr. Youssef",1,0.3679205534940792,0.25,0.0,2662,0.04231498029001666,B96 B98,0.0
50,0,1.0,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",0,0.22090977632571,0.125,0.0,349237,0.034743286152731485,B96 B98,0.6666666666666666
51,0,1.0,"Panula, Master. Juha Niilo",1,0.08268409148027142,0.5,0.16666666666666666,3101295,0.07746484096553544,B96 B98,0.6666666666666666
52,0,1.0,"Nosworthy, Mr. Richard Cater",1,0.2586076903744659,0.0,0.0,A/4. 39886,0.01522458606692728,B96 B98,0.6666666666666666
53,1,0.0,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",0,0.610454888162855,0.125,0.0,PC 17572,0.1497654242623688,D33,0.0
54,1,0.5,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",0,0.35913546117114853,0.125,0.0,2926,0.050748620223090936,B96 B98,0.6666666666666666
55,0,0.0,"Ostby, Mr. Engelhart Cornelius",1,0.8115104297562202,0.0,0.16666666666666666,113509,0.1209753416358076,B30,0.0
56,1,0.0,"Woolner, Mr. Hugh",1,0.3679205534940792,0.0,0.0,19947,0.06929138530460494,C52,0.6666666666666666
57,1,0.5,"Rugg, Miss. Emily",0,0.2586076903744659,0.0,0.0,C.A. 31026,0.020494635090094415,B96 B98,0.6666666666666666
58,0,1.0,"Novel, Mr. Mansouer",1,0.35285247549635584,0.0,0.0,2697,0.014110458666029575,B96 B98,0.0
59,1,0.5,"West, Miss. Constance Mirium",0,0.05755214878110078,0.125,0.3333333333333333,C.A. 34651,0.05416439273810667,B96 B98,0.6666666666666666
60,0,1.0,"Goodwin, Master. William Frederick",1,0.1329479768786127,0.625,0.3333333333333333,CA 2144,0.09154270340242172,B96 B98,0.6666666666666666
61,0,1.0,"Sirayanian, Mr. Orsen",1,0.2711736617240512,0.0,0.0,2669,0.014110458666029575,B96 B98,0.0
62,1,0.0,"Icard, Miss. Amelie",0,0.4722292033174164,0.0,0.0,113572,0.15614960068643363,B28,1.0
63,0,0.0,"Harris, Mr. Henry Birkhardt",1,0.5601910027645137,0.125,0.0,36973,0.16293234896625058,C83,0.6666666666666666
64,0,1.0,"Skoog, Master. Harald",1,0.04498617743151546,0.375,0.3333333333333333,347088,0.05445717323939373,B96 B98,0.6666666666666666
65,0,0.0,"Stewart, Mr. Albert A",1,0.3679205534940792,0.0,0.0,PC 17605,0.05410739813385612,B96 B98,0.0
66,1,1.0,"Moubarek, Master. Gerios",1,0.3679205534940792,0.125,0.16666666666666666,2661,0.029757819776815374,B96 B98,0.0
67,1,0.5,"Nye, Mrs. (Elizabeth Ramell)",0,0.35913546117114853,0.0,0.0,C.A. 29395,0.020494635090094415,F33,0.6666666666666666
68,0,1.0,"Crease, Mr. Ernest James",1,0.2334757476752953,0.0,0.0,S.P. 3464,0.015923941091001644,B96 B98,0.6666666666666666
69,1,1.0,"Andersson, Miss. Erna Alexandra",0,0.20834380497612465,0.5,0.3333333333333333,3101281,0.015468569817999833,B96 B98,0.6666666666666666
70,0,1.0,"Kink, Mr. Vincenz",1,0.32143754712239253,0.25,0.0,315151,0.016908073949327893,B96 B98,0.6666666666666666
71,0,0.5,"Jenkin, Mr. Stephen Curnow",1,0.39683337521990447,0.0,0.0,C.A. 33111,0.020494635090094415,B96 B98,0.6666666666666666
72,0,1.0,"Goodwin, Miss. Lillian Amy",0,0.19577783362653933,0.625,0.3333333333333333,CA 2144,0.09154270340242172,B96 B98,0.6666666666666666
73,0,0.5,"Hood, Mr. Ambrose Jr",1,0.2586076903744659,0.0,0.0,S.O.C. 14879,0.1434624456306609,B96 B98,0.6666666666666666
74,0,1.0,"Chronopoulos, Mr. Apostolos",1,0.32143754712239253,0.125,0.0,2680,0.028212719478023115,B96 B98,0.0
75,1,1.0,"Bing, Mr. Lee",1,0.39683337521990447,0.0,0.0,1601,0.11027245763075773,B96 B98,0.6666666666666666
76,0,1.0,"Moen, Mr. Sigurd Hansen",1,0.3088715757728072,0.0,0.0,348123,0.014931805565640218,F G73,0.6666666666666666
77,0,1.0,"Staneff, Mr. Ivan",1,0.3679205534940792,0.0,0.0,349208,0.015411575213749286,B96 B98,0.6666666666666666
78,0,1.0,"Moutal, Mr. Rahamin Haim",1,0.3679205534940792,0.0,0.0,374746,0.015712553569072387,B96 B98,0.6666666666666666
79,1,0.5,"Caldwell, Master. Alden Gates",1,0.005152048253329982,0.0,0.3333333333333333,248738,0.056604230248832196,B96 B98,0.6666666666666666
80,1,1.0,"Dowdell, Miss. Elizabeth",0,0.37170143252073384,0.0,0.0,364516,0.024349578357040744,B96 B98,0.6666666666666666
81,0,1.0,"Waelens, Mr. Achille",1,0.2711736617240512,0.0,0.0,345767,0.017566830077223785,B96 B98,0.6666666666666666
82,1,1.0,"Sheerlinck, Mr. Jan Baptist",1,0.35913546117114853,0.0,0.0,345779,0.018542765081513996,B96 B98,0.6666666666666666
83,1,1.0,"McDermott, Miss. Brigdet Delia",0,0.3679205534940792,0.0,0.0,330932,0.015200187691820024,B96 B98,0.3333333333333333
84,0,0.0,"Carrau, Mr. Francisco M",1,0.34656948982156316,0.0,0.0,113059,0.09193307740413781,B96 B98,0.6666666666666666
85,1,0.5,"Ilett, Miss. Bertha",0,0.20834380497612465,0.0,0.0,SO/C 14885,0.020494635090094415,B96 B98,0.6666666666666666
86,1,1.0,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",0,0.4093993465694898,0.375,0.0,3101278,0.030937139635999665,B96 B98,0.6666666666666666
87,0,1.0,"Ford, Mr. William Neal",1,0.19577783362653933,0.125,0.5,W./C. 6608,0.06709553154495196,B96 B98,0.6666666666666666
88,0,1.0,"Slocovski, Mr. Selman Francis",1,0.3679205534940792,0.0,0.0,SOTON/OQ 392086,0.015712553569072387,B96 B98,0.6666666666666666
89,1,0.0,"Fortune, Miss. Mabel Helen",0,0.2837396330736366,0.375,0.3333333333333333,19950,0.5133418122566507,C23 C25 C27,0.6666666666666666
90,0,1.0,"Celotti, Mr. Francesco",1,0.2963056044232219,0.0,0.0,343275,0.015712553569072387,B96 B98,0.6666666666666666
91,0,1.0,"Christmann, Mr. Emil",1,0.35913546117114853,0.0,0.0,343276,0.015712553569072387,B96 B98,0.6666666666666666
92,0,1.0,"Andreasson, Mr. Paul Edvin",1,0.24604171902488062,0.0,0.0,347466,0.015330377421392339,B96 B98,0.6666666666666666
93,0,0.0,"Chaffee, Mr. Herbert Fuller",1,0.5727569741140991,0.125,0.0,W.E.P. 5734,0.11940564777490723,E31,0.6666666666666666
94,0,1.0,"Dean, Mr. Bertram Frank",1,0.32143754712239253,0.125,0.3333333333333333,C.A. 2315,0.04015972542654215,B96 B98,0.6666666666666666
95,0,1.0,"Coxon, Mr. Daniel",1,0.7361146016587082,0.0,0.0,364500,0.014151057562208049,B96 B98,0.6666666666666666
96,0,1.0,"Shorney, Mr. Charles Joseph",1,0.3679205534940792,0.0,0.0,374910,0.015712553569072387,B96 B98,0.6666666666666666
97,0,0.0,"Goldschmidt, Mr. George B",1,0.8869062578537321,0.0,0.0,PC 17754,0.06764049365134761,A5,0.0
98,1,0.0,"Greenfield, Mr. William Bertram",1,0.2837396330736366,0.0,0.16666666666666666,PC 17759,0.12366716556464086,D10 D12,0.0
99,1,0.5,"Doling, Mrs. John T (Ada Julia Bone)",0,0.4219653179190751,0.0,0.16666666666666666,231919,0.044893010197349675,B96 B98,0.6666666666666666
100,0,0.5,"Kantor, Mr. Sinai",1,0.4219653179190751,0.125,0.0,244367,0.050748620223090936,B96 B98,0.6666666666666666
101,0,1.0,"Petranec, Miss. Matilda",0,0.34656948982156316,0.0,0.0,349245,0.015411575213749286,B96 B98,0.6666666666666666
102,0,1.0,"Petroff, Mr. Pastcho (""Pentcho"")",1,0.3679205534940792,0.0,0.0,349215,0.015411575213749286,B96 B98,0.6666666666666666
103,0,0.0,"White, Mr. Richard Frasar",1,0.2586076903744659,0.0,0.16666666666666666,35281,0.15085515328815924,D26,0.6666666666666666
104,0,1.0,"Johansson, Mr. Gustaf Joel",1,0.4093993465694898,0.0,0.0,7540,0.016891873428256675,B96 B98,0.6666666666666666
105,0,1.0,"Gustafsson, Mr. Anders Vilhelm",1,0.4596632319678311,0.25,0.0,3101276,0.015468569817999833,B96 B98,0.6666666666666666
106,0,1.0,"Mionoff, Mr. Stoytcho",1,0.34656948982156316,0.0,0.0,349207,0.015411575213749286,B96 B98,0.6666666666666666
107,1,1.0,"Salkjelsvik, Miss. Anna Kristine",0,0.2586076903744659,0.0,0.0,343120,0.014931805565640218,B96 B98,0.6666666666666666
108,1,1.0,"Moss, Mr. Albert Johan",1,0.3679205534940792,0.0,0.0,312991,0.015175789316712771,B96 B98,0.6666666666666666
109,0,1.0,"Rekic, Mr. Tido",1,0.4722292033174164,0.0,0.0,349249,0.015411575213749286,B96 B98,0.6666666666666666
110,1,1.0,"Moran, Miss. Bertha",0,0.3679205534940792,0.125,0.0,371110,0.04713766070721715,B96 B98,0.3333333333333333
111,0,0.0,"Porter, Mr. Walter Chamberlain",1,0.5853229454636844,0.0,0.0,110465,0.10149724044618187,C110,0.6666666666666666
112,0,1.0,"Zabour, Miss. Hileni",0,0.17692887660216136,0.125,0.0,2665,0.028212719478023115,B96 B98,0.0
113,0,1.0,"Barton, Mr. David John",1,0.2711736617240512,0.0,0.0,324669,0.015712553569072387,B96 B98,0.6666666666666666
114,0,1.0,"Jussila, Miss. Katriina",0,0.24604171902488062,0.125,0.0,4136,0.019177122834302632,B96 B98,0.6666666666666666
115,0,1.0,"Attalah, Miss. Malake",0,0.20834380497612465,0.0,0.0,2627,0.028220722145058292,B96 B98,0.0
116,0,1.0,"Pekoniemi, Mr. Edvard",1,0.2586076903744659,0.0,0.0,STON/O 2. 3101294,0.015468569817999833,B96 B98,0.6666666666666666
117,0,1.0,"Connors, Mr. Patrick",1,0.8806232721789394,0.0,0.0,370369,0.015126992566498259,B96 B98,0.3333333333333333
118,0,0.5,"Turpin, Mr. William John Robert",1,0.35913546117114853,0.125,0.0,11668,0.04098927018018883,B96 B98,0.6666666666666666
119,0,0.0,"Baxter, Mr. Quigg Edmond",1,0.2963056044232219,0.0,0.16666666666666666,PC 17558,0.4831284260198326,B58 B60,0.0
120,0,1.0,"Andersson, Miss. Ellis Anna Maria",0,0.01985423473234481,0.5,0.3333333333333333,347082,0.06104473451835265,B96 B98,0.6666666666666666
121,0,0.5,"Hickman, Mr. Stanley George",1,0.2586076903744659,0.25,0.0,S.O.C. 14879,0.1434624456306609,B96 B98,0.6666666666666666
122,0,1.0,"Moore, Mr. Leonard Charles",1,0.3679205534940792,0.0,0.0,A4. 54510,0.015712553569072387,B96 B98,0.6666666666666666
123,0,0.5,"Nasser, Mr. Nicholas",1,0.40311636089469716,0.125,0.0,237736,0.058694292654020104,B96 B98,0.0
124,1,0.5,"Webber, Miss. Susan",0,0.40311636089469716,0.0,0.0,27267,0.025374310111545468,E101,0.6666666666666666
125,0,0.0,"White, Mr. Percival Wayland",1,0.6732847449107816,0.0,0.16666666666666666,35281,0.15085515328815924,D26,0.6666666666666666
126,1,1.0,"Nicola-Yarred, Master. Elias",1,0.14551394822819805,0.125,0.0,2651,0.021942337075458514,B96 B98,0.0
127,0,1.0,"McMahon, Mr. Martin",1,0.3679205534940792,0.0,0.0,370372,0.015126992566498259,B96 B98,0.3333333333333333
128,1,1.0,"Madsen, Mr. Fridtjof Arne",1,0.2963056044232219,0.0,0.0,C 17369,0.01393967004027879,B96 B98,0.6666666666666666
129,1,1.0,"Peter, Miss. Anna",0,0.3679205534940792,0.125,0.16666666666666666,2668,0.04364049521284362,F E69,0.0
130,0,1.0,"Ekstrom, Mr. Johan",1,0.5601910027645137,0.0,0.0,347061,0.013614293309848433,B96 B98,0.6666666666666666
131,0,1.0,"Drazenoic, Mr. Jozef",1,0.4093993465694898,0.0,0.0,349241,0.015411575213749286,B96 B98,0.0
132,0,1.0,"Coelho, Mr. Domingos Fernandeo",1,0.24604171902488062,0.0,0.0,SOTON/O.Q. 3101307,0.013760683560491965,B96 B98,0.6666666666666666
133,0,1.0,"Robins, Mrs. Alexander A (Grace Charity Laury)",0,0.5853229454636844,0.125,0.0,A/5. 3337,0.028302115124416098,B96 B98,0.6666666666666666
134,1,0.5,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",0,0.35913546117114853,0.125,0.0,228414,0.050748620223090936,B96 B98,0.6666666666666666
135,0,0.5,"Sobey, Mr. Samuel James Hayden",1,0.3088715757728072,0.0,0.0,C.A. 29178,0.025374310111545468,B96 B98,0.6666666666666666
136,0,0.5,"Richard, Mr. Emile",1,0.2837396330736366,0.0,0.0,SC/PARIS 2133,0.02936744577509929,B96 B98,0.0
137,1,0.0,"Newsom, Miss. Helen Monypeny",0,0.2334757476752953,0.0,0.3333333333333333,11752,0.051301584996521765,D47,0.6666666666666666
138,0,0.0,"Futrelle, Mr. Jacques Heath",1,0.4596632319678311,0.125,0.0,113803,0.10364429745562033,C123,0.6666666666666666
139,0,1.0,"Osen, Mr. Olaf Elon",1,0.19577783362653933,0.0,0.0,7534,0.01798980030808316,B96 B98,0.6666666666666666
140,0,0.0,"Giglio, Mr. Victor",1,0.2963056044232219,0.0,0.0,PC 17593,0.15458810467956932,B86,0.0
141,0,1.0,"Boulos, Mrs. Joseph (Sultana)",0,0.3679205534940792,0.0,0.3333333333333333,2678,0.029757819776815374,B96 B98,0.0
142,1,1.0,"Nysten, Miss. Anna Sofia",0,0.2711736617240512,0.0,0.0,347081,0.015126992566498259,B96 B98,0.6666666666666666
143,1,1.0,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",0,0.2963056044232219,0.125,0.0,STON/O2. 3101279,0.030937139635999665,B96 B98,0.6666666666666666
144,0,1.0,"Burke, Mr. Jeremiah",1,0.2334757476752953,0.0,0.0,365222,0.013175122557917838,B96 B98,0.3333333333333333
145,0,0.5,"Andrew, Mr. Edgardo Samuel",1,0.22090977632571,0.0,0.0,231945,0.022446505098674838,B96 B98,0.6666666666666666
146,0,0.5,"Nicholls, Mr. Joseph Charles",1,0.2334757476752953,0.125,0.16666666666666666,C.A. 33112,0.07173122281533045,B96 B98,0.6666666666666666
147,1,1.0,"Andersson, Mr. August Edvard (""Wennerstrom"")",1,0.33400351847197784,0.0,0.0,350043,0.015216388212891242,B96 B98,0.6666666666666666
148,0,1.0,"Ford, Miss. Robina Maggie ""Ruby""",0,0.10781603417944208,0.25,0.3333333333333333,W./C. 6608,0.06709553154495196,B96 B98,0.6666666666666666
149,0,0.5,"Navratil, Mr. Michel (""Louis M Hoffman"")",1,0.4533802462930384,0.0,0.3333333333333333,230080,0.050748620223090936,F2,0.6666666666666666
150,0,0.5,"Byles, Rev. Thomas Roussel Davids",1,0.5224930887157577,0.0,0.0,244310,0.025374310111545468,B96 B98,0.6666666666666666
151,0,0.5,"Bateman, Rev. Robert James",1,0.6355868308620256,0.0,0.0,S.O.P. 1166,0.02444717185746977,B96 B98,0.6666666666666666
152,1,0.0,"Pears, Mrs. Thomas (Edith Wearne)",0,0.2711736617240512,0.125,0.0,113776,0.12999454257145598,C2,0.6666666666666666
153,0,1.0,"Meo, Mr. Alfonzo",1,0.6921337019351597,0.0,0.0,A.5. 11206,0.015712553569072387,B96 B98,0.6666666666666666
154,0,1.0,"van Billiard, Mr. Austin Blyler",1,0.5036441316913798,0.0,0.3333333333333333,A/5. 851,0.028302115124416098,B96 B98,0.6666666666666666
155,0,1.0,"Olsen, Mr. Ole Martin",1,0.3679205534940792,0.0,0.0,Fa 265302,0.014273049437744325,B96 B98,0.6666666666666666
156,0,0.0,"Williams, Mr. Charles Duane",1,0.6355868308620256,0.0,0.16666666666666666,PC 17597,0.11980421963065935,B96 B98,0.0
157,1,1.0,"Gilnagh, Miss. Katherine ""Katie""",0,0.19577783362653933,0.0,0.0,35851,0.015094396337354966,B96 B98,0.3333333333333333
158,0,1.0,"Corn, Mr. Harry",1,0.37170143252073384,0.0,0.0,SOTON/OQ 392090,0.015712553569072387,B96 B98,0.6666666666666666
159,0,1.0,"Smiljanic, Mr. Mile",1,0.3679205534940792,0.0,0.0,315037,0.016908073949327893,B96 B98,0.6666666666666666
160,0,1.0,"Sage, Master. Thomas Henry",1,0.3679205534940792,1.0,0.3333333333333333,CA. 2343,0.13575255909676825,B96 B98,0.6666666666666666
161,0,1.0,"Cribb, Mr. John Hatfield",1,0.5476250314149284,0.0,0.16666666666666666,371362,0.031425107138144774,B96 B98,0.6666666666666666
162,1,0.5,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",0,0.49736114601658704,0.0,0.0,C.A. 33595,0.030741952635141623,B96 B98,0.6666666666666666
163,0,1.0,"Bengtsson, Mr. John Viktor",1,0.32143754712239253,0.0,0.0,347068,0.015175789316712771,B96 B98,0.6666666666666666
164,0,1.0,"Calic, Mr. Jovo",1,0.20834380497612465,0.0,0.0,315093,0.016908073949327893,B96 B98,0.6666666666666666
165,0,1.0,"Panula, Master. Eino Viljami",1,0.007288263382759488,0.5,0.16666666666666666,3101295,0.07746484096553544,B96 B98,0.6666666666666666
166,1,1.0,"Goldsmith, Master. Frank John William ""Frankie""",1,0.10781603417944208,0.0,0.3333333333333333,363291,0.04006213192611313,B96 B98,0.6666666666666666
167,1,0.0,"Chibnall, Mrs. (Edith Martha Bowerman)",0,0.3679205534940792,0.0,0.16666666666666666,113505,0.10735285047192313,E33,0.6666666666666666
168,0,1.0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",0,0.5601910027645137,0.125,0.6666666666666666,347088,0.05445717323939373,B96 B98,0.6666666666666666
169,0,0.0,"Baumann, Mr. John D",1,0.3679205534940792,0.0,0.0,PC 17318,0.050602229972447406,B96 B98,0.6666666666666666
170,0,1.0,"Ling, Mr. Lee",1,0.34656948982156316,0.0,0.0,1601,0.11027245763075773,B96 B98,0.6666666666666666
171,0,0.0,"Van der hoef, Mr. Wyckoff",1,0.7612465443578789,0.0,0.0,111240,0.06538764528744409,B19,0.6666666666666666
172,0,1.0,"Rice, Master. Arthur",1,0.04498617743151546,0.5,0.16666666666666666,382652,0.05684821399990475,B96 B98,0.3333333333333333
173,1,1.0,"Johnson, Miss. Eleanor Ileen",0,0.007288263382759488,0.125,0.16666666666666666,347742,0.021730754366528396,B96 B98,0.6666666666666666
174,0,1.0,"Sivola, Mr. Antti Wilhelm",1,0.2586076903744659,0.0,0.0,STON/O 2. 3101280,0.015468569817999833,B96 B98,0.6666666666666666
175,0,0.0,"Smith, Mr. James Clinch",1,0.6984166876099522,0.0,0.0,17764,0.05991421140938287,A7,0.0
176,0,1.0,"Klasen, Mr. Klas Albin",1,0.22090977632571,0.125,0.16666666666666666,350404,0.015330377421392339,B96 B98,0.6666666666666666
177,0,1.0,"Lefebre, Master. Henry Forbes",1,0.3679205534940792,0.375,0.16666666666666666,4133,0.049707687947515,B96 B98,0.6666666666666666
178,0,0.0,"Isham, Miss. Ann Elizabeth",0,0.6230208595124404,0.0,0.0,PC 17595,0.05604306762136532,C49,0.0
179,0,0.5,"Hale, Mr. Reginald",1,0.37170143252073384,0.0,0.0,250653,0.025374310111545468,B96 B98,0.6666666666666666
180,0,1.0,"Leonard, Mr. Lionel",1,0.4470972606182458,0.0,0.0,LINE,0.0,B96 B98,0.6666666666666666
181,0,1.0,"Sage, Miss. Constance Gladys",0,0.3679205534940792,1.0,0.3333333333333333,CA. 2343,0.13575255909676825,B96 B98,0.6666666666666666
182,0,0.5,"Pernot, Mr. Rene",1,0.3679205534940792,0.0,0.0,SC/PARIS 2131,0.02937564362913533,B96 B98,0.0
183,0,1.0,"Asplund, Master. Clarence Gustaf Hugo",1,0.10781603417944208,0.5,0.3333333333333333,347077,0.06126431989431795,B96 B98,0.6666666666666666
184,1,0.5,"Becker, Master. Richard F",1,0.007288263382759488,0.25,0.16666666666666666,230136,0.07612293033463641,F4,0.6666666666666666
185,1,1.0,"Kink-Heilmann, Miss. Luise Gretchen",0,0.04498617743151546,0.0,0.3333333333333333,315153,0.04298993693898376,B96 B98,0.6666666666666666
186,0,0.0,"Rood, Mr. Hugh Roscoe",1,0.3679205534940792,0.0,0.0,113767,0.09759350042902103,A32,0.6666666666666666
187,1,1.0,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",0,0.3679205534940792,0.125,0.0,370365,0.030253985132996517,B96 B98,0.3333333333333333
